Username,ID,Date,Duration,Duration_Formatted,Session,Condition_Number
10113024,wvy4uhfk14,2022-01-04T18:13:01+00:00,1362,00:22:42,1,2
w10030640,85z8rp8vwa,2022-01-04T18:43:36+00:00,1496,00:24:56,1,3
w10126362,js777kqnr7,2022-01-04T19:24:27+00:00,1432,00:23:52,1,4
W10113008_JA,jdhu4w9fdm,2022-01-05T02:38:16+00:00,1548,00:25:48,1,5
W10113008_JA,jdhu4w9fdm,2022-01-05T02:38:22+00:00,1554,00:25:54,1,5
W981983_HA,cblgye9khr,2022-01-05T17:23:52+00:00,1670,00:27:50,1,7
W10101259_HT,39jt57jwrk,2022-01-05T22:22:33+00:00,2474,00:41:14,1,8
w10046647,m4h4tact11,2022-01-06T02:50:24+00:00,1663,00:27:43,1,9
w10041005,vvrsaatotv,2022-01-06T16:23:05+00:00,1925,00:32:05,1,11
w10030668_kk,l0q1ziztjy,2022-01-06T20:09:30+00:00,1691,00:28:11,1,12
w10122100ajc,a1skoy4gkk,2022-01-07T00:35:13+00:00,1827,00:30:27,1,14
W10012171_RFM,0mg256wtr5,2022-01-07T00:52:45+00:00,1633,00:27:13,1,15
w10108599,ja3hhsjo17,2022-01-07T08:25:54+00:00,1552,00:25:52,1,17
10094712,7cnucd3t3l,2022-01-07T18:54:47+00:00,1868,00:31:08,1,18
w10089826DJ,ugo7ig85et,2022-01-09T01:51:30+00:00,1556,00:25:56,1,1
W10098703_CMK,f6mvyf1n9i,2022-01-09T02:35:01+00:00,1872,00:31:12,1,2
w10103983,y8r4bh1e3k,2022-01-12T02:10:16+00:00,1698,00:28:18,1,4
w10054029_chl,s1rhe8xb25,2022-01-12T06:33:05+00:00,1568,00:26:08,1,5
w10136582,kgbxg9vjoe,2022-01-13T00:11:15+00:00,1611,00:26:51,1,6
w10108184_ajd,kby8onjr2m,2022-01-13T19:29:30+00:00,2489,00:41:29,1,7
w10089826,j5fnsez3uh,2022-01-13T20:33:34+00:00,2196,00:36:36,1,8
w10100950,i1k5eb0dc9,2022-01-14T00:45:38+00:00,1818,00:30:18,1,9
w10083680,tbwgr1fiih,2022-01-14T00:57:31+00:00,1622,00:27:02,1,10
w10137311,6ofbrhvmds,2022-01-20T21:35:29+00:00,2658,00:44:18,1,11
w10075657,n6bgmrytln,2022-01-20T23:05:02+00:00,1886,00:31:26,1,12
w10022439,54y4yghjji,2022-01-21T01:08:19+00:00,1628,00:27:08,1,13
w993005_LMS,bla6czn9u5,2022-01-21T03:29:37+00:00,1738,00:28:58,1,14
w10111650,2q2yc8ol0m,2022-01-21T19:06:16+00:00,1717,00:28:37,1,15
w10098066_GP,w8wkqzliyc,2022-01-21T20:44:52+00:00,2051,00:34:11,1,16
w10073125_mnm,g3jllbpq50,2022-01-21T22:08:42+00:00,1900,00:31:40,1,17
w10056364,j9qy5fs32v,2022-01-22T16:09:18+00:00,1787,00:29:47,1,18
w10127202_kg,9ufxk8sxsb,2022-01-22T16:12:53+00:00,1731,00:28:51,1,1
10130306,a5su0iscj9,2022-01-22T21:32:03+00:00,1513,00:25:13,1,2
w10097097,6flupo2owa,2022-01-23T00:11:00+00:00,2193,00:36:33,1,3
w10137082DT,3rn2k9iwso,2022-01-23T04:58:22+00:00,1548,00:25:48,1,4
W10095126_ALR,9hd6inxoxt,2022-01-23T15:36:40+00:00,1680,00:28:00,1,6
w326476,veavhezd7f,2022-01-23T20:19:17+00:00,1786,00:29:46,1,7
w859996lj,c2whnm9mfo,2022-01-23T20:54:52+00:00,1933,00:32:13,1,8
W10110328,t7zsm8ip0f,2022-01-23T22:45:06+00:00,1984,00:33:04,1,9
w10044330,x3z2bd1gfn,2022-01-24T00:58:55+00:00,1646,00:27:26,1,10
w214207,1qfrq1zalh,2022-01-24T01:14:41+00:00,2130,00:35:30,1,11
W10104420_VSP,sr6guqpiq2,2022-01-24T01:57:06+00:00,2492,00:41:32,1,12
w10132325_DMA,152mfw1lqc,2022-01-24T04:21:31+00:00,1850,00:30:50,1,13
w10118691,hm44cctjy6,2022-01-24T04:31:16+00:00,1638,00:27:18,1,14
w10039167,kk04frz62m,2022-01-24T17:17:06+00:00,1628,00:27:08,1,15
w10042098,iaeshdp8nq,2022-01-24T20:07:55+00:00,1706,00:28:26,1,16
w10111797,e5urxzjmos,2022-01-25T00:56:13+00:00,1980,00:33:00,1,18
w10062352,s5mrmh2wz8,2022-01-25T04:21:40+00:00,1435,00:23:55,1,1
w10103314,1dfapei2sa,2022-01-26T19:23:44+00:00,1565,00:26:05,1,2
W10055557_CCC,xbzsdmywxv,2022-01-26T22:48:56+00:00,1616,00:26:56,1,3
w10104906_JAM,jqaygsqib4,2022-01-26T23:06:35+00:00,1592,00:26:32,1,4
10059972,lso6l7r7wo,2022-01-29T22:36:04+00:00,1824,00:30:24,1,6
W10056406,cwdxfdhdv0,2022-01-30T03:29:50+00:00,2290,00:38:10,1,7
w10079472,eqdmnmi2fo,2022-02-01T15:25:07+00:00,1687,00:28:07,1,8
10037566,krud5lwqf0,2022-02-01T20:22:20+00:00,1852,00:30:52,1,10
10099735,4uy8howypc,2022-02-01T20:25:46+00:00,2529,00:42:09,1,9
w10008682,pcenp1qkfh,2022-02-03T21:33:57+00:00,1986,00:33:06,1,11
