"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"1","10029010","belt","tuck","0.25",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","75","Recall1",18643
"2","10080744","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","30","Recall1",682
"3","60f9335d7ab4c823703f0566","tuck","tuck","1",1,13,"JOL Mixed A","allow","Study1","U","Study Phase","70","Recall1",30244
"4","610f3b5db7929524cd37e09e","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","0","Recall1",1120
"5","610ffce1f0bccd9e5ae26172","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","1","Recall1",1264
"6","w10006808","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","0","Recall1",1317
"7","w10056093","let","tuck","0.25",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","5","Recall1",3723
"8","w10056185","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","62","Recall1",1625
"9","w10058966_ah","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","12","Recall1",4773
"10","w10070287_arm","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","23","Recall1",2478
"11","w10074516","tie","tuck","0.25",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","15","Recall1",5057
"12","w10080170","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","0","Recall1",1533
"13","w10082287","attempt","tuck","0.285714285714286",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","30","Recall1",14870
"14","w10082458","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","10","Recall1",790
"15","w10084563@usm.edu","pass","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","30","Recall1",2267
"16","w10091258_kj","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","10","Recall1",2422
"17","w10093220BEB","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","10","Recall1",16256
"18","w10111651","push","tuck","0.25",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","0","Recall1",4295
"19","w310126","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","0","Recall1",1039
"20","w911072","","tuck","0",0,13,"JOL Mixed A","allow","Study1","U","Study Phase","12","Recall1",1178
"21","10029010","news","lion","0.25",0,13,"JOL Mixed A","art","Study1","U","Study Phase","79","Recall1",9159
"22","10080744","lion","lion","1",1,13,"JOL Mixed A","art","Study1","U","Study Phase","20","Recall1",2917
"23","60f9335d7ab4c823703f0566","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","50","Recall1",10794
"24","610f3b5db7929524cd37e09e","lion","lion","1",1,13,"JOL Mixed A","art","Study1","U","Study Phase","10","Recall1",1941
"25","610ffce1f0bccd9e5ae26172","lion","lion","1",1,13,"JOL Mixed A","art","Study1","U","Study Phase","1","Recall1",3740
"26","w10006808","lion","lion","1",1,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",3119
"27","w10056093","work","lion","0.25",0,13,"JOL Mixed A","art","Study1","U","Study Phase","25","Recall1",3273
"28","w10056185","lion","lion","1",1,13,"JOL Mixed A","art","Study1","U","Study Phase","32","Recall1",1977
"29","w10058966_ah","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",2970
"30","w10070287_arm","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","42","Recall1",3442
"31","w10074516","pretty","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","22","Recall1",4482
"32","w10080170","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","5","Recall1",1682
"33","w10082287","show","lion","0.25",0,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",12329
"34","w10082458","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","15","Recall1",2629
"35","w10084563@usm.edu","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","30","Recall1",1252
"36","w10091258_kj","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",2898
"37","w10093220BEB","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","60","Recall1",1705
"38","w10111651","gallery","lion","0.285714285714286",0,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",4203
"39","w310126","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","0","Recall1",1161
"40","w310126","","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase2","10","Recall2",1768
"41","w911072","happy","lion","0",0,13,"JOL Mixed A","art","Study1","U","Study Phase","7","Recall1",5204
"42","10029010","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","50","Recall1",24351
"43","10080744","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","30","Recall1",6144
"44","60f9335d7ab4c823703f0566","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","40","Recall1",4192
"45","610f3b5db7929524cd37e09e","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","5","Recall1",6279
"46","610ffce1f0bccd9e5ae26172","","bronze","0",0,13,"JOL Mixed A","artery","Study1","U","Study Phase","1","Recall1",1402
"47","w10006808","bronze","bronze","1",1,13,"JOL Mixed A","artery","Study1","U","Study Phase","0","Recall1",3524
